0 2
1 11 0 0 0 0 0.00021 -0.07084 0.63887 0.64279 0.00051 220.69785 59.30407 502.91764 0.00000
1 211 0 0 0 0 0.00297 0.07083 0.07070 0.17177 0.13957 220.69785 59.30407 502.91764 0.00000
0 2
1 13 0 0 0 0 0.00021 -0.07084 0.63887 0.64279 0.00051 220.69785 59.30407 502.91764 0.00000
1 211 0 0 0 0 0.00297 0.07083 0.07070 0.17177 0.13957 220.69785 59.30407 502.91764 0.00000
1 2
1 11 0 0 0 0 0.07747 -0.13451 0.54052 0.56237 0.00051 27.35628 16.10692 672.10622 0.00000
1 211 0 0 0 0 -0.07621 0.13795 0.27844 0.34906 0.13957 27.35628 16.10692 672.10622 0.00000
1 2
1 13 0 0 0 0 0.07747 -0.13451 0.54052 0.56237 0.00051 27.35628 16.10692 672.10622 0.00000
1 211 0 0 0 0 -0.07621 0.13795 0.27844 0.34906 0.13957 27.35628 16.10692 672.10622 0.00000
2 2
1 11 0 0 0 0 -0.07826 -0.11031 0.09360 0.16448 0.00051 10.56342 79.69188 524.90975 0.00000
1 211 0 0 0 0 0.08039 0.11292 0.66020 0.68888 0.13957 10.56342 79.69188 524.90975 0.00000
2 2
1 13 0 0 0 0 -0.07826 -0.11031 0.09360 0.16448 0.00051 10.56342 79.69188 524.90975 0.00000
1 211 0 0 0 0 0.08039 0.11292 0.66020 0.68888 0.13957 10.56342 79.69188 524.90975 0.00000
3 2
1 11 0 0 0 0 0.07481 -0.15028 0.15891 0.23116 0.00051 193.32935 100.12271 644.96878 0.00000
1 211 0 0 0 0 -0.07437 0.14773 0.42046 0.47288 0.13957 193.32935 100.12271 644.96878 0.00000
3 2
1 13 0 0 0 0 0.07481 -0.15028 0.15891 0.23116 0.00051 193.32935 100.12271 644.96878 0.00000
1 211 0 0 0 0 -0.07437 0.14773 0.42046 0.47288 0.13957 193.32935 100.12271 644.96878 0.00000
4 2
1 11 0 0 0 0 0.02905 -0.13206 0.03213 0.13899 0.00051 191.07679 32.13806 327.42764 0.00000
1 211 0 0 0 0 -0.03035 0.13044 0.43459 0.47569 0.13957 191.07679 32.13806 327.42764 0.00000
4 2
1 13 0 0 0 0 0.02905 -0.13206 0.03213 0.13899 0.00051 191.07679 32.13806 327.42764 0.00000
1 211 0 0 0 0 -0.03035 0.13044 0.43459 0.47569 0.13957 191.07679 32.13806 327.42764 0.00000
5 2
1 11 0 0 0 0 -0.06912 -0.09140 0.11080 0.15940 0.00051 103.83949 38.21223 1033.60247 0.00000
1 211 0 0 0 0 0.07462 0.09122 1.11941 1.13422 0.13957 103.83949 38.21223 1033.60247 0.00000
5 2
1 13 0 0 0 0 -0.06912 -0.09140 0.11080 0.15940 0.00051 103.83949 38.21223 1033.60247 0.00000
1 211 0 0 0 0 0.07462 0.09122 1.11941 1.13422 0.13957 103.83949 38.21223 1033.60247 0.00000
6 2
1 11 0 0 0 0 -0.05466 0.03839 0.33398 0.34059 0.00051 171.39050 61.73162 272.91632 0.00000
1 211 0 0 0 0 0.05599 -0.03855 -0.03458 0.15905 0.13957 171.39050 61.73162 272.91632 0.00000
6 2
1 13 0 0 0 0 -0.05466 0.03839 0.33398 0.34059 0.00051 171.39050 61.73162 272.91632 0.00000
1 211 0 0 0 0 0.05599 -0.03855 -0.03458 0.15905 0.13957 171.39050 61.73162 272.91632 0.00000
7 2
1 11 0 0 0 0 0.08494 -0.00800 0.41595 0.42461 0.00051 38.41999 72.32766 179.07476 0.00000
1 211 0 0 0 0 -0.08555 0.00984 0.01706 0.16488 0.13957 38.41999 72.32766 179.07476 0.00000
7 2
1 13 0 0 0 0 0.08494 -0.00800 0.41595 0.42461 0.00051 38.41999 72.32766 179.07476 0.00000
1 211 0 0 0 0 -0.08555 0.00984 0.01706 0.16488 0.13957 38.41999 72.32766 179.07476 0.00000
8 2
1 11 0 0 0 0 -0.09422 0.14787 0.16614 0.24155 0.00051 222.93830 252.22223 73.35505 0.00000
1 211 0 0 0 0 0.09331 -0.14928 0.20889 0.30677 0.13957 222.93830 252.22223 73.35505 0.00000
8 2
1 13 0 0 0 0 -0.09422 0.14787 0.16614 0.24155 0.00051 222.93830 252.22223 73.35505 0.00000
1 211 0 0 0 0 0.09331 -0.14928 0.20889 0.30677 0.13957 222.93830 252.22223 73.35505 0.00000
9 2
1 11 0 0 0 0 -0.06126 0.06191 0.74867 0.75372 0.00051 30.91638 81.36303 504.93240 0.00000
1 211 0 0 0 0 0.05768 -0.06043 0.11843 0.20121 0.13957 30.91638 81.36303 504.93240 0.00000
9 2
1 13 0 0 0 0 -0.06126 0.06191 0.74867 0.75372 0.00051 30.91638 81.36303 504.93240 0.00000
1 211 0 0 0 0 0.05768 -0.06043 0.11843 0.20121 0.13957 30.91638 81.36303 504.93240 0.00000
