0 2
1 13 0 0 0 0 0.00044 -0.06349 0.62969 0.64164 0.10566 220.69785 59.30407 502.91764 0.00000
1 211 0 0 0 0 0.00273 0.06349 0.07988 0.17291 0.13957 220.69785 59.30407 502.91764 0.00000
1 2
1 13 0 0 0 0 0.06953 -0.12029 0.55033 0.57735 0.10566 27.35628 16.10692 672.10622 0.00000
1 211 0 0 0 0 -0.06828 0.12373 0.26862 0.33408 0.13957 27.35628 16.10692 672.10622 0.00000
2 2
1 13 0 0 0 0 -0.06997 -0.09866 0.14452 0.21605 0.10566 10.56342 79.69188 524.90975 0.00000
1 211 0 0 0 0 0.07211 0.10127 0.60929 0.63731 0.13957 10.56342 79.69188 524.90975 0.00000
3 2
1 13 0 0 0 0 0.06709 -0.13490 0.18903 0.26381 0.10566 193.32935 100.12271 644.96878 0.00000
1 211 0 0 0 0 -0.06664 0.13235 0.39034 0.44023 0.13957 193.32935 100.12271 644.96878 0.00000
4 2
1 13 0 0 0 0 0.02593 -0.11850 0.06633 0.17401 0.10566 191.07679 32.13806 327.42764 0.00000
1 211 0 0 0 0 -0.02724 0.11687 0.40038 0.44067 0.13957 191.07679 32.13806 327.42764 0.00000
5 2
1 13 0 0 0 0 -0.06151 -0.08193 0.19824 0.24690 0.10566 103.83949 38.21223 1033.60247 0.00000
1 211 0 0 0 0 0.06701 0.08176 1.03196 1.04671 0.13957 103.83949 38.21223 1033.60247 0.00000
6 2
1 13 0 0 0 0 -0.04889 0.03440 0.32343 0.34546 0.10566 171.39050 61.73162 272.91632 0.00000
1 211 0 0 0 0 0.05022 -0.03456 -0.02402 0.15419 0.13957 171.39050 61.73162 272.91632 0.00000
7 2
1 13 0 0 0 0 0.07608 -0.00702 0.40764 0.42799 0.10566 38.41999 72.32766 179.07476 0.00000
1 211 0 0 0 0 -0.07669 0.00886 0.02537 0.16150 0.13957 38.41999 72.32766 179.07476 0.00000
8 2
1 13 0 0 0 0 -0.00951 0.15681 0.17907 0.26060 0.10566 222.93830 252.22223 73.35505 0.00000
1 211 0 0 0 0 0.00803 -0.15760 0.19596 0.28772 0.13957 222.93830 252.22223 73.35505 0.00000
9 2
1 13 0 0 0 0 -0.05520 0.05561 0.74077 0.75236 0.10566 30.91638 81.36303 504.93240 0.00000
1 211 0 0 0 0 0.05161 -0.05413 0.12633 0.20257 0.13957 30.91638 81.36303 504.93240 0.00000
